(void, TYPEVOID)
(main, IDENTIFIER)
((, LEFTPAREN)
(), RIGHTPAREN)
({, LEFTBRACE)
(int, TYPEINT)
([, LEFTBRACKET)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(], RIGHTBRACKET)
(arr, IDENTIFIER)
(;, SEMICOLON)
(int, TYPEINT)
([, LEFTBRACKET)
(], RIGHTBRACKET)
(in, IDENTIFIER)
(;, SEMICOLON)
(arr, IDENTIFIER)
(=, OPASSIGN)
(NewArray, KEYNEWARRAY)
((, LEFTPAREN)
(10, CONSTANTINTD)
(,, COMMA)
(int, TYPEINT)
([, LEFTBRACKET)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(], RIGHTBRACKET)
(), RIGHTPAREN)
(;, SEMICOLON)
(arr, IDENTIFIER)
([, LEFTBRACKET)
(5, CONSTANTINTD)
(], RIGHTBRACKET)
(=, OPASSIGN)
(NewArray, KEYNEWARRAY)
((, LEFTPAREN)
(1, CONSTANTINTD)
(,, COMMA)
(int, TYPEINT)
([, LEFTBRACKET)
(], RIGHTBRACKET)
(), RIGHTPAREN)
(;, SEMICOLON)
(in, IDENTIFIER)
(=, OPASSIGN)
(NewArray, KEYNEWARRAY)
((, LEFTPAREN)
(9, CONSTANTINTD)
(,, COMMA)
(int, TYPEINT)
(), RIGHTPAREN)
(;, SEMICOLON)
(arr, IDENTIFIER)
([, LEFTBRACKET)
(5, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(0, CONSTANTINTD)
(], RIGHTBRACKET)
(=, OPASSIGN)
(in, IDENTIFIER)
(;, SEMICOLON)
(arr, IDENTIFIER)
([, LEFTBRACKET)
(5, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(0, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(8, CONSTANTINTD)
(], RIGHTBRACKET)
(=, OPASSIGN)
(234, CONSTANTINTD)
(;, SEMICOLON)
(arr, IDENTIFIER)
([, LEFTBRACKET)
(5, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(0, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(0, CONSTANTINTD)
(], RIGHTBRACKET)
(=, OPASSIGN)
(0, CONSTANTINTD)
(;, SEMICOLON)
(Print, KEYPRINT)
((, LEFTPAREN)
(arr, IDENTIFIER)
([, LEFTBRACKET)
(4, CONSTANTINTD)
(+, OPADD)
(1, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(arr, IDENTIFIER)
([, LEFTBRACKET)
(5, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(0, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(0, CONSTANTINTD)
(], RIGHTBRACKET)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(8, CONSTANTINTD)
(], RIGHTBRACKET)
(,, COMMA)
(arr, IDENTIFIER)
([, LEFTBRACKET)
(5, CONSTANTINTD)
(], RIGHTBRACKET)
([, LEFTBRACKET)
(0, CONSTANTINTD)
(], RIGHTBRACKET)
(., PTR)
(length, IDENTIFIER)
((, LEFTPAREN)
(), RIGHTPAREN)
(,, COMMA)
(in, IDENTIFIER)
(., PTR)
(length, IDENTIFIER)
((, LEFTPAREN)
(), RIGHTPAREN)
(), RIGHTPAREN)
(;, SEMICOLON)
(}, RIGHTBRACE)
